engine,category,best_test,candidate_test,best_energy,candidate_energy,ratio_to_best
qjs,access-char,baseline,charAt,108117582.5,127229899.0,1.17677343553256
qjs,array-max,max-apply,baseline,13499660.0,96419706.0,7.142380326615633
qjs,array-max,max-apply,for,13499660.0,176922856.5,13.10572684793543
qjs,array-max,max-apply,max-apply,13499660.0,13499660.0,1.0
qjs,even-odd,bitwise,baseline,99655628.5,107045197.5,1.07415104506616
qjs,even-odd,bitwise,bitwise,99655628.5,99655628.5,1.0
qjs,filter,baseline,baseline,107648467.0,107648467.0,1.0
qjs,filter,baseline,for,107648467.0,153022832.0,1.4215049806515128
qjs,flatten-array,spread-concat,baseline,3753957.5,1019328750.5,271.534440786823
qjs,flatten-array,spread-concat,flat,3753957.5,4059987.0,1.0815218339578965
qjs,flatten-array,spread-concat,spread-concat,3753957.5,3753957.5,1.0
qjs,function,inline,arrow,96982112.5,139561227.0,1.4390409056103
qjs,function,inline,baseline,96982112.5,138475140.0,1.4278420672678171
qjs,function,inline,inline,96982112.5,96982112.5,1.0
qjs,json,hoist,baseline,9288428.5,164839421.5,17.746750324880036
qjs,json,hoist,hoist,9288428.5,9288428.5,1.0
qjs,lookup,baseline,baseline,112212115.0,112212115.0,1.0
qjs,lookup,baseline,map,112212115.0,757210983.0,6.7480323581816455
qjs,loop-arr-length,inline,baseline,149818799.5,169884910.5,1.133935868308703
qjs,loop-arr-length,inline,hoist,149818799.5,150604137.5,1.0052419189221977
qjs,loop-arr-length,inline,inline,149818799.5,149818799.5,1.0
qjs,map-reduce,for,baseline,104027565.5,169717766.0,1.6314691705440323
qjs,map-reduce,for,for,104027565.5,104027565.5,1.0
qjs,math-floor,double-not,baseline,97174922.5,126154340.0,1.2982190955696415
qjs,math-floor,double-not,bitwise-or,97174922.5,107118439.0,1.1023259524595967
qjs,math-floor,double-not,double-not,97174922.5,97174922.5,1.0
qjs,math-floor,double-not,parseInt,97174922.5,765907524.5,7.881740523127251
qjs,nested-lookup,map,baseline,12320556.0,151432534.5,12.291047132937832
qjs,nested-lookup,map,map,12320556.0,12320556.0,1.0
qjs,number-to-string,string,baseline,109539240.0,184957382.0,1.6885034258043055
qjs,number-to-string,string,implicit,109539240.0,158748739.0,1.4492408291311862
qjs,number-to-string,string,string,109539240.0,109539240.0,1.0
qjs,number-to-string,string,toString,109539240.0,113257187.5,1.0339416952317726
qjs,object-iteration,baseline,baseline,143971799.5,143971799.5,1.0
qjs,object-iteration,baseline,for-in,143971799.5,369830169.0,2.5687681218431946
qjs,object-merging,spread,baseline,139391519.5,143559599.5,1.0299019625795816
qjs,object-merging,spread,spread,139391519.5,139391519.5,1.0
qjs,object-shape,defined,baseline,112250232.0,113347305.5,1.0097734630962723
qjs,object-shape,defined,defined,112250232.0,112250232.0,1.0
qjs,polymorphic,baseline,baseline,172119737.5,172119737.5,1.0
qjs,polymorphic,baseline,split,172119737.5,173601820.0,1.0086107643523452
qjs,prototype,function,baseline,78561474.5,89051347.0,1.1335243841432736
qjs,prototype,function,function,78561474.5,78561474.5,1.0
qjs,regex,hoist,baseline,84146208.0,94197909.5,1.1194551927996566
qjs,regex,hoist,hoist,84146208.0,84146208.0,1.0
qjs,regex,hoist,inline,84146208.0,90453321.0,1.0749542154056426
qjs,replace-loop,replaceAll,baseline,33337317.0,94030094.0,2.820565734189107
qjs,replace-loop,replaceAll,replace-regex,33337317.0,207835985.0,6.234334484685736
qjs,replace-loop,replaceAll,replaceAll,33337317.0,33337317.0,1.0
qjs,replace-loop,replaceAll,replaceAll-regex,33337317.0,213618777.0,6.407797514119087
qjs,replace-loop,replaceAll,split-join,33337317.0,68081003.0,2.042186028347752
qjs,replace-size,split-join,baseline,21887792.0,143201415.5,6.542524504070579
qjs,replace-size,split-join,replace-regex,21887792.0,182581380.5,8.341699359167887
qjs,replace-size,split-join,replaceAll,21887792.0,26458489.0,1.2088240330500217
qjs,replace-size,split-join,replaceAll-regex,21887792.0,190918884.0,8.722619622847294
qjs,replace-size,split-join,split-join,21887792.0,21887792.0,1.0
qjs,search-string,baseline,baseline,185000198.0,185000198.0,1.0
qjs,search-string,baseline,indexOf,185000198.0,194460561.5,1.0511370452695408
