category,test,engine,N,sample,energy_uj,time_s,mem_kb
array-max,baseline,v8,32768,7,5360704,0.282338,45056
array-max,baseline,v8,32768,8,5360399,0.281946,45184
array-max,baseline,v8,32768,9,5361924,0.281437,45184
array-max,baseline,v8,32768,10,5334642,0.281306,45056
array-max,baseline,v8,65536,1,10016698,0.529249,44800
array-max,baseline,v8,65536,2,10012304,0.529157,44928
array-max,baseline,v8,65536,3,10053807,0.530756,44928
array-max,baseline,v8,65536,4,10026830,0.529392,45056
array-max,baseline,v8,65536,5,10004125,0.528247,45184
array-max,baseline,v8,65536,6,10024633,0.531414,45056
array-max,baseline,v8,65536,7,9979161,0.528258,44672
array-max,baseline,v8,65536,8,9984349,0.527874,44544
array-max,baseline,v8,65536,9,9964636,0.527468,45056
array-max,baseline,v8,65536,10,10041723,0.531135,44928
array-max,baseline,v8,131072,1,19303967,1.02287,44800
array-max,baseline,v8,131072,2,19373180,1.02636,44544
array-max,baseline,v8,131072,3,19356945,1.02728,45184
array-max,baseline,v8,131072,4,19328197,1.02348,45056
array-max,baseline,v8,131072,5,19241772,1.02145,45312
array-max,baseline,v8,131072,6,19273754,1.02219,45184
array-max,baseline,v8,131072,7,19274487,1.02336,44928
array-max,baseline,v8,131072,8,19266064,1.02202,45312
array-max,baseline,v8,131072,9,19365857,1.02743,45184
array-max,baseline,v8,131072,10,19304210,1.02477,44672
array-max,baseline,v8,262144,1,38201563,2.02739,53760
array-max,baseline,v8,262144,2,37891993,2.01302,53632
array-max,baseline,v8,262144,3,37870936,2.01214,53632
array-max,baseline,v8,262144,4,37947230,2.01692,53504
array-max,baseline,v8,262144,5,38195947,2.0289,53632
array-max,baseline,v8,262144,6,37986658,2.0184,53376
array-max,baseline,v8,262144,7,38110559,2.02389,53632
array-max,baseline,v8,262144,8,38014612,2.01982,53632
array-max,baseline,v8,262144,9,37932093,2.01634,53504
array-max,baseline,v8,262144,10,37849635,2.01068,53760
array-max,baseline,v8,524288,1,75092032,3.99309,70656
array-max,baseline,v8,524288,2,75380727,4.00912,70528
array-max,baseline,v8,524288,3,75164602,3.99769,70656
array-max,baseline,v8,524288,4,74944327,3.98697,70528
array-max,baseline,v8,524288,5,75608693,4.01744,70528
array-max,baseline,v8,524288,6,75094107,3.99538,70912
array-max,baseline,v8,524288,7,75149344,3.99577,70912
array-max,baseline,v8,524288,8,75439444,4.01068,71424
array-max,baseline,v8,524288,9,75553578,4.01605,70784
array-max,baseline,v8,524288,10,75116080,3.99104,70912
array-max,baseline,v8,1048576,1,148879685,7.91201,70400
array-max,baseline,v8,1048576,2,148424730,7.88967,70656
array-max,baseline,v8,1048576,3,148821213,7.90946,70784
array-max,baseline,v8,1048576,4,149512007,7.94565,70400
array-max,baseline,v8,1048576,5,149096176,7.9152,70528
array-max,baseline,v8,1048576,6,149024948,7.92127,70784
array-max,baseline,v8,1048576,7,148832566,7.90973,70912
array-max,baseline,v8,1048576,8,148786789,7.90761,70656
array-max,baseline,v8,1048576,9,148565782,7.89399,70656
array-max,baseline,v8,1048576,10,148806748,7.90902,70400
array-max,for,v8,1024,1,530943,0.0256558,37248
array-max,for,v8,1024,2,532957,0.0255306,37376
array-max,for,v8,1024,3,527891,0.025568,37376
array-max,for,v8,1024,4,534910,0.0254559,37120
array-max,for,v8,1024,5,529662,0.025493,37248
array-max,for,v8,1024,6,531432,0.0255939,36992
array-max,for,v8,1024,7,506041,0.0253233,37504
array-max,for,v8,1024,8,509337,0.0253729,37376
array-max,for,v8,1024,9,537474,0.0251702,37120
array-max,for,v8,1024,10,524901,0.025535,37120
array-max,for,v8,2048,1,526610,0.0262003,37376
array-max,for,v8,2048,2,528380,0.0261619,37120
array-max,for,v8,2048,3,545469,0.0262825,37760
array-max,for,v8,2048,4,533996,0.0263583,37376
array-max,for,v8,2048,5,527892,0.0261571,37120
array-max,for,v8,2048,6,526182,0.026174,37248
array-max,for,v8,2048,7,494750,0.0249897,37120
array-max,for,v8,2048,8,525145,0.0259407,36864
array-max,for,v8,2048,9,528441,0.0260401,37120
array-max,for,v8,2048,10,526305,0.026028,37248
array-max,for,v8,4096,1,567991,0.0276288,37760
array-max,for,v8,4096,2,562498,0.0274836,37248
array-max,for,v8,4096,3,567869,0.0275599,37120
array-max,for,v8,4096,4,540037,0.0273787,37504
array-max,for,v8,4096,5,549132,0.02753,37504
array-max,for,v8,4096,6,549742,0.0273884,37120
array-max,for,v8,4096,7,573241,0.0273644,37376
array-max,for,v8,4096,8,569152,0.0275889,37248
array-max,for,v8,4096,9,539915,0.0274911,37120
array-max,for,v8,4096,10,547972,0.0274749,37504
array-max,for,v8,8192,1,605406,0.030337,37248
array-max,for,v8,8192,2,599180,0.0302656,37632
array-max,for,v8,8192,3,603453,0.0299318,37376
array-max,for,v8,8192,4,601622,0.0304384,37376
array-max,for,v8,8192,5,623289,0.0305283,37632
array-max,for,v8,8192,6,620726,0.0305167,37376
array-max,for,v8,8192,7,617796,0.0306033,37504
array-max,for,v8,8192,8,598814,0.0304832,37248
array-max,for,v8,8192,9,602842,0.0306993,37376
array-max,for,v8,8192,10,598936,0.0300198,37504
array-max,for,v8,16384,1,711119,0.0361021,37504
array-max,for,v8,16384,2,715269,0.0359066,37760
array-max,for,v8,16384,3,709288,0.0361743,37760
array-max,for,v8,16384,4,721983,0.0357624,37632
array-max,for,v8,16384,5,725340,0.0361469,37760
array-max,for,v8,16384,6,721190,0.0360082,37376
array-max,for,v8,16384,7,714964,0.0361155,37248
array-max,for,v8,16384,8,696470,0.0356099,37504
array-max,for,v8,16384,9,720884,0.0359119,37504
array-max,for,v8,16384,10,726866,0.0360097,37760
array-max,for,v8,32768,1,948728,0.0485002,37888
array-max,for,v8,32768,2,951413,0.0473021,37632
array-max,for,v8,32768,3,931821,0.0470927,37376
array-max,for,v8,32768,4,952207,0.047414,37888
array-max,for,v8,32768,5,942014,0.0478845,37760
array-max,for,v8,32768,6,924863,0.0470925,37632
array-max,for,v8,32768,7,930417,0.0468385,37760
array-max,for,v8,32768,8,930784,0.0470674,37632
array-max,for,v8,32768,9,946103,0.0473869,37632
array-max,for,v8,32768,10,927366,0.0471352,37632
array-max,for,v8,65536,1,1370908,0.070743,38400
array-max,for,v8,65536,2,1355221,0.0700403,38528
array-max,for,v8,65536,3,1363644,0.0693484,38528
array-max,for,v8,65536,4,1347225,0.0700782,38272
array-max,for,v8,65536,5,1354611,0.0702725,38400
array-max,for,v8,65536,6,1359860,0.0709376,38400
array-max,for,v8,65536,7,1350826,0.0695086,38528
array-max,for,v8,65536,8,1351864,0.0703793,38656
array-max,for,v8,65536,9,1367672,0.0709204,38784
array-max,for,v8,65536,10,1377865,0.0702213,38528
array-max,for,v8,131072,1,2228754,0.117679,39424
array-max,for,v8,131072,2,2169977,0.114747,39296
array-max,for,v8,131072,3,2157648,0.115547,38912
array-max,for,v8,131072,4,2163752,0.114113,39296
array-max,for,v8,131072,5,2138239,0.114106,39168
array-max,for,v8,131072,6,2176996,0.115902,39040
array-max,for,v8,131072,7,2163447,0.115099,39040
array-max,for,v8,131072,8,2157587,0.114512,39040
array-max,for,v8,131072,9,2171137,0.115803,39168
array-max,for,v8,131072,10,2203119,0.116651,39296
array-max,for,v8,262144,1,3854971,0.208509,39680
array-max,for,v8,262144,2,3804556,0.20478,39552
array-max,for,v8,262144,3,3794790,0.203851,39424
array-max,for,v8,262144,4,3768056,0.202596,39680
array-max,for,v8,262144,5,3865407,0.205286,39424
array-max,for,v8,262144,6,3829092,0.205039,39552
array-max,for,v8,262144,7,3802847,0.20601,39424
array-max,for,v8,262144,8,3776175,0.202369,39552
array-max,for,v8,262144,9,3887808,0.207351,39552
array-max,for,v8,262144,10,3693655,0.200563,39808
array-max,for,v8,524288,1,7099225,0.385661,39808
array-max,for,v8,524288,2,7007611,0.382541,39680
array-max,for,v8,524288,3,7011701,0.380629,39424
array-max,for,v8,524288,4,7054487,0.380387,39680
array-max,for,v8,524288,5,7007245,0.379282,39424
array-max,for,v8,524288,6,7058576,0.384619,39552
array-max,for,v8,524288,7,6981366,0.379619,38912
array-max,for,v8,524288,8,7130475,0.386255,39552
array-max,for,v8,524288,9,7115643,0.389757,39552
array-max,for,v8,524288,10,7088544,0.381194,39296
array-max,for,v8,1048576,1,13547267,0.743093,39296
array-max,for,v8,1048576,2,13356716,0.722147,39552
array-max,for,v8,1048576,3,13583950,0.743181,39168
array-max,for,v8,1048576,4,14045801,0.755646,39296
array-max,for,v8,1048576,5,13532803,0.742104,39424
array-max,for,v8,1048576,6,13248745,0.72061,39552
array-max,for,v8,1048576,7,13378811,0.736034,39552
array-max,for,v8,1048576,8,13392055,0.731728,39680
array-max,for,v8,1048576,9,13428677,0.736224,39552
array-max,for,v8,1048576,10,13903224,0.757024,39296
array-max,max-apply,v8,1024,1,581969,0.0301455,33280
array-max,max-apply,v8,1024,2,579955,0.0301967,33664
array-max,max-apply,v8,1024,3,593931,0.0302902,33920
array-max,max-apply,v8,1024,4,581419,0.0303544,33792
array-max,max-apply,v8,1024,5,576903,0.0301955,33536
array-max,max-apply,v8,1024,6,599425,0.0302249,33920
array-max,max-apply,v8,1024,7,580565,0.0303854,33664
array-max,max-apply,v8,1024,8,581175,0.0305587,33664
array-max,max-apply,v8,1024,9,584104,0.0302756,33920
array-max,max-apply,v8,1024,10,580382,0.0300605,33920
array-max,max-apply,v8,2048,1,768858,0.0378967,39168
array-max,max-apply,v8,2048,2,752256,0.0373404,38912
array-max,max-apply,v8,2048,3,742552,0.0372493,38784
array-max,max-apply,v8,2048,4,759275,0.0371131,38784
array-max,max-apply,v8,2048,5,741209,0.0372718,38656
array-max,max-apply,v8,2048,6,726133,0.0368842,38912
array-max,max-apply,v8,2048,7,749998,0.036982,38784
array-max,max-apply,v8,2048,8,740354,0.037044,38912
array-max,max-apply,v8,2048,9,745664,0.0372355,38784
array-max,max-apply,v8,2048,10,744994,0.0371809,38912
array-max,max-apply,v8,4096,1,778258,0.0390999,39040
array-max,max-apply,v8,4096,2,771909,0.0387336,39040
array-max,max-apply,v8,4096,3,784971,0.0389404,39040
array-max,max-apply,v8,4096,4,783079,0.0391183,38656
array-max,max-apply,v8,4096,5,815611,0.0389317,39040
array-max,max-apply,v8,4096,6,762633,0.0385254,38784
array-max,max-apply,v8,4096,7,766051,0.0390479,38912
array-max,max-apply,v8,4096,8,778196,0.0385037,39040
array-max,max-apply,v8,4096,9,771665,0.0384581,38912
array-max,max-apply,v8,4096,10,783201,0.0389243,38912
array-max,max-apply,v8,8192,1,834471,0.0417446,38784
array-max,max-apply,v8,8192,2,834897,0.0421212,38784
array-max,max-apply,v8,8192,3,832517,0.0418478,38784
array-max,max-apply,v8,8192,4,833921,0.0421243,39552
array-max,max-apply,v8,8192,5,830564,0.0420908,38784
array-max,max-apply,v8,8192,6,835142,0.0419336,38784
array-max,max-apply,v8,8192,7,836546,0.042177,39040
array-max,max-apply,v8,8192,8,840696,0.0421084,38912
array-max,max-apply,v8,8192,9,847166,0.042038,39040
array-max,max-apply,v8,8192,10,842283,0.0420623,38656
array-max,max-apply,v8,16384,1,973813,0.0483589,38912
array-max,max-apply,v8,16384,2,969663,0.0490568,39424
array-max,max-apply,v8,16384,3,967466,0.0486223,39040
array-max,max-apply,v8,16384,4,966795,0.0484396,39296
array-max,max-apply,v8,16384,5,951475,0.0477527,39040
array-max,max-apply,v8,16384,6,951658,0.0479757,39168
array-max,max-apply,v8,16384,7,969846,0.0481454,39040
array-max,max-apply,v8,16384,8,948789,0.0477842,38784
array-max,max-apply,v8,16384,9,973386,0.0491625,38912
array-max,max-apply,v8,16384,10,995603,0.049195,38912
array-max,max-apply,v8,32768,1,1208188,0.061374,38784
array-max,max-apply,v8,32768,2,1185238,0.0611092,39040
array-max,max-apply,v8,32768,3,1175717,0.0602934,38784
array-max,max-apply,v8,32768,4,1225033,0.0616991,38784
array-max,max-apply,v8,32768,5,1227841,0.0615086,38912
array-max,max-apply,v8,32768,6,1201840,0.0611622,38656
array-max,max-apply,v8,32768,7,1194211,0.0598236,38912
array-max,max-apply,v8,32768,8,1217709,0.0616883,38912
array-max,max-apply,v8,32768,9,1220029,0.0616778,39040
array-max,max-apply,v8,32768,10,1184079,0.060649,39040
array-max,max-apply,v8,65536,1,1688167,0.0875159,38656
array-max,max-apply,v8,65536,2,1684199,0.0867538,39040
array-max,max-apply,v8,65536,3,1629879,0.0855391,38912
array-max,max-apply,v8,65536,4,1679989,0.0871908,38912
array-max,max-apply,v8,65536,5,1640071,0.085239,39424
array-max,max-apply,v8,65536,6,1664119,0.0860429,38400
array-max,max-apply,v8,65536,7,1676875,0.0866447,39552
array-max,max-apply,v8,65536,8,1654353,0.086336,38784
array-max,max-apply,v8,65536,9,1658688,0.0864858,39040
array-max,max-apply,v8,65536,10,1670162,0.0865912,38912
array-max,max-apply,v8,131072,1,2696649,0.142011,38912
array-max,max-apply,v8,131072,2,2577202,0.135633,38784
array-max,max-apply,v8,131072,3,2601861,0.136217,39168
array-max,max-apply,v8,131072,4,2631036,0.137412,38656
array-max,max-apply,v8,131072,5,2649407,0.138918,39040
array-max,max-apply,v8,131072,6,2616692,0.137341,39040
array-max,max-apply,v8,131072,7,2613274,0.137566,39040
array-max,max-apply,v8,131072,8,2619805,0.137576,38784
array-max,max-apply,v8,131072,9,2607598,0.137732,38784
array-max,max-apply,v8,131072,10,2615288,0.137582,39168
array-max,max-apply,v8,262144,1,4623340,0.245125,39040
array-max,max-apply,v8,262144,2,4555713,0.241,39168
array-max,max-apply,v8,262144,3,4568958,0.242287,39168
array-max,max-apply,v8,262144,4,4470997,0.237595,39296
array-max,max-apply,v8,262144,5,4453419,0.236882,38912
array-max,max-apply,v8,262144,6,4514332,0.238857,39040
array-max,max-apply,v8,262144,7,4632007,0.245283,38912
array-max,max-apply,v8,262144,8,4464954,0.236038,39552
array-max,max-apply,v8,262144,9,4584034,0.242215,38784
array-max,max-apply,v8,262144,10,4467335,0.236492,39168
array-max,max-apply,v8,524288,1,8218607,0.437408,39040
array-max,max-apply,v8,524288,2,8131510,0.433585,38784
array-max,max-apply,v8,524288,3,8145793,0.433445,39168
array-max,max-apply,v8,524288,4,8474710,0.450167,38656
array-max,max-apply,v8,524288,5,8285806,0.440746,39040
array-max,max-apply,v8,524288,6,8346780,0.444258,38912
array-max,max-apply,v8,524288,7,8246012,0.438427,38784
array-max,max-apply,v8,524288,8,8336771,0.44361,38912
array-max,max-apply,v8,524288,9,8280008,0.440591,39040
array-max,max-apply,v8,524288,10,8252176,0.438129,38784
array-max,max-apply,v8,1048576,1,15766500,0.841222,38912
array-max,max-apply,v8,1048576,2,16600299,0.886014,38656
array-max,max-apply,v8,1048576,3,17101336,0.914025,39168
array-max,max-apply,v8,1048576,4,15759237,0.841294,38912
array-max,max-apply,v8,1048576,5,16210225,0.865631,38912
array-max,max-apply,v8,1048576,6,16756427,0.894794,39168
array-max,max-apply,v8,1048576,7,15745138,0.840555,39168
array-max,max-apply,v8,1048576,8,15889425,0.848414,39168
array-max,max-apply,v8,1048576,9,15601217,0.833021,39680
array-max,max-apply,v8,1048576,10,15908773,0.848624,39168
even-odd,baseline,v8,1024,1,407775,0.0203858,28288
even-odd,baseline,v8,1024,2,389404,0.0203735,28544
even-odd,baseline,v8,1024,3,392516,0.0205916,28544
even-odd,baseline,v8,1024,4,387389,0.0199749,28416
even-odd,baseline,v8,1024,5,391051,0.0203292,28160
even-odd,baseline,v8,1024,6,393981,0.0201702,28416
even-odd,baseline,v8,1024,7,401671,0.0205773,28160
even-odd,baseline,v8,1024,8,406676,0.0204457,28672
even-odd,baseline,v8,1024,9,395141,0.0200676,28544
even-odd,baseline,v8,1024,10,408202,0.0204006,28416
even-odd,baseline,v8,2048,1,404785,0.0210447,30208
even-odd,baseline,v8,2048,2,407408,0.0209093,30592
even-odd,baseline,v8,2048,3,408507,0.020736,30336
even-odd,baseline,v8,2048,4,406005,0.0206533,30464
even-odd,baseline,v8,2048,5,411193,0.0207416,29824
even-odd,baseline,v8,2048,6,408751,0.0207836,30464
even-odd,baseline,v8,2048,7,400633,0.0205317,30336
even-odd,baseline,v8,2048,8,418273,0.0206362,30336
even-odd,baseline,v8,2048,9,409911,0.0206648,30720
even-odd,baseline,v8,2048,10,408691,0.0207273,30464
even-odd,baseline,v8,4096,1,390258,0.0205996,30720
even-odd,baseline,v8,4096,2,408629,0.0208128,30464
even-odd,baseline,v8,4096,3,392760,0.0205568,30464
even-odd,baseline,v8,4096,4,406005,0.0205891,30464
even-odd,baseline,v8,4096,5,415710,0.0205573,30592
even-odd,baseline,v8,4096,6,408813,0.0204861,29952
even-odd,baseline,v8,4096,7,411437,0.0207419,30208
even-odd,baseline,v8,4096,8,407470,0.0206193,30592
even-odd,baseline,v8,4096,9,406188,0.0205627,29952
even-odd,baseline,v8,4096,10,408080,0.0206566,30464
even-odd,baseline,v8,8192,1,393432,0.0207245,30592
even-odd,baseline,v8,8192,2,393981,0.0204219,30720
even-odd,baseline,v8,8192,3,409606,0.0206405,30592
even-odd,baseline,v8,8192,4,408019,0.0206761,31104
even-odd,baseline,v8,8192,5,416931,0.0206336,30336
even-odd,baseline,v8,8192,6,409606,0.0205222,30720
even-odd,baseline,v8,8192,7,409057,0.0208888,31104
even-odd,baseline,v8,8192,8,414488,0.0207596,30720
even-odd,baseline,v8,8192,9,405211,0.0203451,30336
even-odd,baseline,v8,8192,10,410522,0.0207188,30720
even-odd,baseline,v8,16384,1,411925,0.0210307,31616
even-odd,baseline,v8,16384,2,417235,0.0208589,31616
even-odd,baseline,v8,16384,3,408873,0.0209626,31360
even-odd,baseline,v8,16384,4,411193,0.0208259,31488
even-odd,baseline,v8,16384,5,394835,0.0208742,31232
even-odd,baseline,v8,16384,6,413146,0.0207124,31488
even-odd,baseline,v8,16384,7,415038,0.0208179,31360
even-odd,baseline,v8,16384,8,413512,0.0209134,31488
even-odd,baseline,v8,16384,9,411437,0.0207501,31488
even-odd,baseline,v8,16384,10,407958,0.0206746,31360
even-odd,baseline,v8,32768,1,407835,0.0209554,32128
even-odd,baseline,v8,32768,2,414062,0.0210662,32640
even-odd,baseline,v8,32768,3,395384,0.0209203,31872
even-odd,baseline,v8,32768,4,411009,0.021214,31488
even-odd,baseline,v8,32768,5,417785,0.0210701,31872
even-odd,baseline,v8,32768,6,419067,0.0209032,32384
even-odd,baseline,v8,32768,7,414123,0.0210583,32000
even-odd,baseline,v8,32768,8,406798,0.0209439,31616
even-odd,baseline,v8,32768,9,415160,0.0209459,32128
even-odd,baseline,v8,32768,10,414489,0.0210706,31744
even-odd,baseline,v8,65536,1,416991,0.0212283,32512
even-odd,baseline,v8,65536,2,429198,0.0216182,32384
even-odd,baseline,v8,65536,3,424194,0.0215537,32128
even-odd,baseline,v8,65536,4,434631,0.0212252,32256
even-odd,baseline,v8,65536,5,416869,0.0211645,32384
even-odd,baseline,v8,65536,6,430114,0.0214597,32640
even-odd,baseline,v8,65536,7,406371,0.0211896,32512
even-odd,baseline,v8,65536,8,417846,0.0214804,32384
even-odd,baseline,v8,65536,9,413390,0.0212219,32384
even-odd,baseline,v8,65536,10,408202,0.0211674,32000
even-odd,baseline,v8,131072,1,439390,0.0216415,33152
even-odd,baseline,v8,131072,2,430724,0.0216003,32768
even-odd,baseline,v8,131072,3,431700,0.0219912,32640
even-odd,baseline,v8,131072,4,434142,0.0215383,32512
even-odd,baseline,v8,131072,5,443968,0.0217802,32896
even-odd,baseline,v8,131072,6,429930,0.0218202,32768
even-odd,baseline,v8,131072,7,428161,0.0215619,32384
even-odd,baseline,v8,131072,8,430357,0.0219267,33536
even-odd,baseline,v8,131072,9,438598,0.0215611,32512
even-odd,baseline,v8,131072,10,432617,0.0215393,33024
even-odd,baseline,v8,262144,1,435790,0.0227405,35712
even-odd,baseline,v8,262144,2,446471,0.0224671,34688
even-odd,baseline,v8,262144,3,460875,0.0228564,35584
even-odd,baseline,v8,262144,4,446288,0.0226877,34816
even-odd,baseline,v8,262144,5,439330,0.02241,35200
